ID,question,question_En,explanation,explanation_En,hint,hint_En,first_option,second_option,third_option,fourth_option,first_option_En,second_option_En,third_option_En,fourth_option_En,answer_index,hint_option,targets,category,question_class,sub_category,wiki_link
808,طولانی‌ترین خط متروی تهران کدام است؟,Which is the longest metro line in Tehran?,خط 3 متروی تهران طولانی‌ترین خط متروی خاورمیانه تا سال 1393 بوده است.,Line 3 of Tehran Metro was the longest metro line in the Middle East until 1393.,خط 1 متروی تهران به دلیل اتصال به فرودگاه امام خمینی مسیر طولانی دارد.,Line 1 of Tehran Metro has a long route due to its connection to Imam Khomeini Airport.,خط 1,خط 2,خط 3,خط 4,Line 1,Line 2,Line 3,Line 4,3,1,about an option other than the answer,Science_and_Technology,Number,Engineering,https://fa.wikipedia.org/wiki/متروی_تهران
809,بزرگترین ایستگاه متروی تهران کدام است؟,Which is the largest metro station in Tehran?,ایستگاه شهر آفتاب در تهران، با الهام از معماری چهلستون اصفهان، بزرگترین ایستگاه متروی پایتخت ایران است.,"Shahr-e Aftab station in Tehran, inspired by the architecture of Chehel Sotoun in Isfahan, is the largest metro station in Iran's capital.",ایستگاه متروی تجریش در تهران، ایران در سال 1394 بزرگترین ایستگاه متروی خاورمیانه شناخته میشد,"Tajrish metro station in Tehran, Iran was recognized as the largest metro station in the Middle East in 1394",تجریش,شهر آفتاب,میرداماد,شهید بهشتی,Tajrish,Shahr-e Aftab,Mirdamad,Shahid Beheshti,2,1,about an option other than the answer,Science_and_Technology,Location,Engineering,https://fa.wikipedia.org/wiki/متروی_تهران
810,کدام خط متروی تهران برون‌شهری است؟,Which Tehran metro line is suburban?,خط 5 متروی تهران که بین شهر تهران و شهر کرج و شهر جدید مهستان است، خط برون‌شهری محسوب می‌شود.,"Line 5 of Tehran Metro, which runs between Tehran city, Karaj city, and the new city of Mahestan, is considered a suburban line.",خط 1 متروی تهران شهر تهران را به فرودگاه بین‌المللی امام خمینی برون‌شهری متصل می‌کند,Line 1 of Tehran Metro connects Tehran city to the suburban Imam Khomeini International Airport,خط 1,خط 3,خط 4,خط 5,Line 1,Line 3,Line 4,Line 5,4,1,about an option other than the answer,Science_and_Technology,Number,Engineering,https://fa.wikipedia.org/wiki/متروی_تهران
811,اولین طرح‌ریزی متروی تهران در چه سالی انجام شد؟,When was the first planning of Tehran Metro done?,نخستین برنامه‌ریزی‌ها برای بنیان‌گذاری مترو در شهر تهران به سال 1350 در دوران شهرداری غلامرضا نیک‌پی بازمی‌گردد.,The first planning for establishing the metro in Tehran city dates back to the year 1350 during the mayorship of Gholamreza Nikpay.,در مهر سال ۱۳۵۳ مطالعات مربوط به حل مشکلات ترافیک شهر تهران توسط شرکت‌های مشاور خارجی از جمله سوفرتو منتج به پیشنهاد سیستم اتوبان مترو با ۷ خط شد,"In Mehr 1353, studies related to solving Tehran's traffic problems by foreign consulting companies including Sofretu resulted in the proposal of a metro highway system with 7 lines",1340,1345,1350,1353,1340,1345,1350,1353,3,4,about an option other than the answer,Science_and_Technology,Date_Time,Engineering,https://fa.wikipedia.org/wiki/متروی_تهران
812,کدام ایستگاه متروی تهران با الهام از معماری چهلستون اصفهان ساخته شده است؟,Which Tehran metro station is built inspired by the architecture of Chehel Sotoun in Isfahan?,ایستگاه شهر آفتاب در تهران با الهام از معماری بنای چهلستون در شهر اصفهان ساخته شده است.,The Shahr-e Aftab station in Tehran is built inspired by the architecture of Chehel Sotoun building in Isfahan.,ایستگاه تجریش در تهران به دلیل موقعیت تاریخی‌اش با الهام از معماری سنتی ایرانی ساخته شده است.,The Tajrish station in Tehran is built inspired by traditional Iranian architecture due to its historical location.,تجریش,شهر آفتاب,میرداماد,ولیعصر,Tajrish,Shahr-e Aftab,Mirdamad,Valiasr,2,1,about an option other than the answer,Science_and_Technology,Location,Engineering,https://fa.wikipedia.org/wiki/متروی_تهران
813,اولین خط متروی شهر تهران که افتتاح شد کدام بود؟,Which was the first metro line of Tehran city that was inaugurated?,خط 5 متروی شهر تهران در تاریخ 16 اسفند سال 1377 به عنوان اولین خط مترو در تهران افتتاح شد.,Line 5 of Tehran city metro was inaugurated on 16 Esfand 1377 as the first metro line in Tehran.,شرکت‌های فرانسوی از سال 1356 عملیات اجرایی ساخت خط 1 مترو را در اراضی شمال شهر تهران (بزرگراه شهید حقانی) آغاز کردند,French companies started the construction operations of Line 1 of the metro in the northern lands of Tehran city (Shahid Haghani Highway) in 1356,خط 1,خط 2,خط 4,خط 5,Line 1,Line 2,Line 4,Line 5,4,1,about an option other than the answer,Science_and_Technology,Number,Engineering,https://fa.wikipedia.org/wiki/متروی_تهران
814,چند خط مترو در تهران فعال است؟,How many metro lines are active in Tehran?,متروی شهر تهران در هفت خط اصلی در حال فعالیت است.,The Tehran city metro is operating on seven main lines.,در تاریخ ۶ مهر ۱۳۹۸ بخشی از نیمه شرقی خط ۶ متروی تهران به طول ۱ کیلومتر حدفاصل ایستگاه میدان شهدا تا ایستگاه امام‌حسین در شهر تهران به بهره‌برداری رسید,"On 6 Mehr 1398, a part of the eastern half of Tehran Metro Line 6, with a length of 1 kilometer between Shohada Square Station and Imam Hossein Station in Tehran city, was put into operation.",5 خط,6 خط,7 خط,8 خط,5 lines,6 lines,7 lines,8 lines,3,2,about an option other than the answer,Science_and_Technology,Number,Engineering,https://fa.wikipedia.org/wiki/متروی_تهران
815,ارتفاع سد کرخه در استان خوزستان ایران چند متر است؟,What is the height of the Karkheh Dam in Khuzestan province of Iran?,ارتفاع سد کرخه در استان خوزستان ایران 127 متر است.,The height of the Karkheh Dam in Khuzestan province of Iran is 127 meters.,عرض پی سد کرخه در استان خوزستان ایران ۱٬۱۰۰ متر است.,"The width of the foundation of the Karkheh Dam in Khuzestan province of Iran is 1,100 meters.",127 متر,573 متر,147 متر,1100 متر,127 meters,573 meters,147 meters,1100 meters,1,4,about an option other than the answer,Science_and_Technology,Number,Engineering,https://fa.wikipedia.org/wiki/سد_کرخه
816,عملیات اجرایی سد کرخه در ایران در چه سالی آغاز شد؟,When did the construction operations of the Karkheh Dam in Iran begin?,عملیات اجرایی سد کرخه در استان خوزستان ایران در سال 1370 آغاز شد,The construction operations of the Karkheh Dam in Khuzestan province of Iran began in 1370,سد کرخه در استان خوزستان ایران در سال ۱۳۸۰ گشایش یافت,The Karkheh Dam in Khuzestan province of Iran was inaugurated in 1380,1370,1371,1380,1373,1370,1371,1380,1373,1,3,about an option other than the answer,Science_and_Technology,Date_Time,Engineering,https://fa.wikipedia.org/wiki/سد_کرخه
817,رودخانه کرخه در ایران چند کیلومتر طول دارد؟,How long is the Karkheh River in Iran in kilometers?,طول رودخانه کرخه در ایران 900 کیلومتر است.,The length of the Karkheh River in Iran is 900 kilometers.,حوضه آبریز رودخانه کرخه در ایران به وسعت حدود ۴۳ هزار کیلومتر مربع است,The Karkheh River basin in Iran has an area of about 43 thousand square kilometers,900,15000,43000,1000,900,15000,43000,1000,1,3,about an option other than the answer,Science_and_Technology,Number,Engineering,https://fa.wikipedia.org/wiki/سد_کرخه
818,چه کسی بنیانگذار پژوهشگاه رویان ایران است؟,Who is the founder of Royan Research Institute in Iran?,سعید کاظمی آشتیانی بنیانگذار پژوهشگاه رویان در ایران به همراه گروهی از پژوهشگران این مرکز تحقیقاتی را تاسیس کردند.,"Saeed Kazemi Ashtiani, the founder of Royan Research Institute in Iran, established this research center along with a group of researchers.",حسن قاضی‌زاده هاشمی یکی از افتتاح کنندگان اولین کارخانه تولید سلول‌های بنیادی در ایران بود,Hassan Ghazizadeh Hashemi was one of the inaugurators of the first stem cell production factory in Iran,سعید کاظمی آشتیانی,حسن قاضی‌زاده هاشمی,اسحاق جهانگیری,محمد جواد دهقانی,Saeed Kazemi Ashtiani,Hassan Ghazizadeh Hashemi,Eshaq Jahangiri,Mohammad Javad Dehghani,1,2,about an option other than the answer,Science_and_Technology,Person,Others,https://fa.wikipedia.org/wiki/پژوهشگاه_رویان
819,پژوهشکده زیست‌فناوری پژوهشگاه رویان ایران در کدام شهر واقع شده است؟,In which city is the Biotechnology Research Institute of Royan Research Institute of Iran located?,پژوهشکده زیست‌فناوری رویان در شهر اصفهان واقع شده است.,The Royan Biotechnology Research Institute is located in Isfahan.,بسیاری از پژوهشکده های پژوهشگاه رویان مانند پژوهشکدهٔ پزشکی تولیدمثل و پژوهشکدهٔ سلول‌های بنیادی در شهر تهران واقع شده اند,"Many research institutes of Royan Research Institute, such as the Reproductive Medicine Research Institute and the Stem Cell Research Institute, are located in Tehran",مشهد,قزوین,اصفهان,تهران,Mashhad,Qazvin,Isfahan,Tehran,3,4,about an option other than the answer,Science_and_Technology,Location,Others,https://fa.wikipedia.org/wiki/پژوهشگاه_رویان
820,مرکز سل تراپی پژوهشگاه رویان در تهران در چه تاریخی افتتاح شد؟,When was the Cell Therapy Center of Royan Research Institute inaugurated in Tehran?,مرکز سل تراپی پژوهشگاه رویان در شهر تهران در تاریخ 6 آبان سال 1397 به بهره‌برداری رسید.,The Cell Therapy Center of Royan Research Institute in Tehran was put into operation on 6 Aban 1397.,در تاریخ 25 اردیبهشت سال 1397 اولین کارخانه تولید سلول‌های بنیادی پژوهشگاه رویان در تهران افتتاح شد,"On 25 Ordibehesht 1397, the first stem cell production factory of Royan Research Institute was inaugurated in Tehran",25 اردیبهشت 1397,30 بهمن 1392,6 آبان 1397,8 خرداد 1370,25 Ordibehesht 1397,30 Bahman 1392,6 Aban 1397,8 Khordad 1370,3,1,about an option other than the answer,Science_and_Technology,Date_Time,Others,https://fa.wikipedia.org/wiki/پژوهشگاه_رویان
821,کدام شرکت در تاسیس سل تک فارمد ایران مشارکت داشت؟,Which company participated in the establishment of Cell Tech Pharmed Iran?,گروه دارویی برکت ایران و پژوهشگاه رویان ایران بنیانگذاران شرکت سل تک فارمد بودند.,Barkat Pharmaceutical Group of Iran and Royan Research Institute of Iran were the founders of Cell Tech Pharmed Company.,جهاد دانشگاهی ایران نهاد مادر پژوهشگاه رویان ایران است.,Academic Jihad of Iran is the parent institution of Royan Research Institute of Iran.,جهاد دانشگاهی,پژوهشگاه رویان,وزارت بهداشت,وزارت علوم,Academic Jihad,Royan Research Institute,Ministry of Health,Ministry of Science,2,1,about an option other than the answer,Science_and_Technology,Group_Org,Others,https://fa.wikipedia.org/wiki/پژوهشگاه_رویان
822,اولین کارخانه تولید سلول‌های بنیادی غرب آسیا در ایران در چه سالی افتتاح شد؟,When was the first stem cell production factory in West Asia opened in Iran?,در تاریخ ۲۵ اردیبهشت ۱۳۹۷، با حضور سید حسن قاضی‌زاده هاشمی وزیر بهداشت ایران و اسحاق جهانگیری معاون اول رئیس‌جمهور ایران، نخستین کارخانهٔ تولید سلول‌های بنیادین در غرب آسیا در ایران افتتاح شد,"On 25 Ordibehesht 1397, with the presence of Seyed Hassan Ghazizadeh Hashemi, Iran's Minister of Health, and Eshaq Jahangiri, First Vice President of Iran, the first stem cell production factory in West Asia was inaugurated in Iran",شرکت سل تک فارمد در تاریخ ۳۰ بهمن ۱۳۹۲ برای تأمین نیاز کشور ایران به سلول درمانی، تأسیس شد,Cell Tech Pharmed company was established on 30 Bahman 1392 to meet Iran's need for cell therapy,1392,1397,1388,1387,1392,1397,1388,1387,2,1,about an option other than the answer,Science_and_Technology,Date_Time,Others,https://fa.wikipedia.org/wiki/پژوهشگاه_رویان
823,کدام محصول شرکت سل تک فارمد ایران برای درمان حمله قلبی استفاده می‌شود؟,Which product of Cell Tech Pharmed Iran is used for the treatment of heart attack?,منیوسل برای درمان حمله قلبی در ایران تولید می‌شود.,Meniosell is produced in Iran for the treatment of heart attack.,ریکالرسل از محصولات مهم شرکت سل تک فارمد در زمینه داروهای قلبی است.,Recalcell is one of the important products of Cell Tech Pharmed in the field of cardiac medications.,ریکالرسل,منیوسل,رنیودرم سل,دستروسل,Recalcell,Meniosell,Renioderm Cell,Destrocell,2,1,about an option other than the answer,Science_and_Technology,Group_Org,Others,https://fa.wikipedia.org/wiki/پژوهشگاه_رویان
824,پژوهشگاه رویان ایران در چه سالی از پژوهشکده به پژوهشگاه ارتقا یافت؟,In what year was the Royan Research Institute of Iran upgraded from a research center to a research institute?,در آبان 1388 با ارتقای پژوهشگاه رویان ایران از پژوهشکده به پژوهشگاه موافقت شد.,"In Aban 1388, the upgrade of Royan Research Institute of Iran from a research center to a research institute was approved.",پژوهشگاه رویان ایران در سال 1387 مجوز مرکز تحقیقات پزشکی تولید مثل را دریافت کرد.,Royan Research Institute of Iran received the license for the Medical Reproduction Research Center in 1387.,1377,1387,1388,1392,1377,1387,1388,1392,3,2,about an option other than the answer,Science_and_Technology,Date_Time,Others,https://fa.wikipedia.org/wiki/پژوهشگاه_رویان
825,کدام نهاد مسئول صدور مجوز مرکز تحقیقات علوم سلولی به پژوهشگاه رویان در ایران بود؟,Which institution was responsible for issuing the license for the Cellular Sciences Research Center to Royan Research Institute in Iran?,شورای گسترش دانشگاه‌های علوم پزشکی در ایران این مجوز را صادر کرد.,The Council for the Expansion of Medical Sciences Universities in Iran issued this license.,شورای گسترش آموزش عالی وزارت علوم، تحقیقات و فناوری ایران با ارتقای پژوهشکده رویان به پژوهشگاه رویان موافقت کرد.,"The Council for the Expansion of Higher Education of the Ministry of Science, Research and Technology of Iran approved the promotion of Royan Research Center to Royan Research Institute.",وزارت علوم,شورای گسترش دانشگاه‌های علوم پزشکی,جهاد دانشگاهی,وزارت بهداشت,Ministry of Science,Council for the Expansion of Medical Sciences Universities,Academic Jihad,Ministry of Health,2,1,about an option other than the answer,Science_and_Technology,Group_Org,Others,https://fa.wikipedia.org/wiki/پژوهشگاه_رویان
826,کدام شخصیت پروژه ثبت دامنه‌های .ir را در پژوهشگاه دانش‌های بنیادی راه‌اندازی کرد؟,Which character launched the .ir domain registration project at the Institute for Research in Fundamental Sciences?,سیاوش شهشهانی مسئول راه‌اندازی پروژه ثبت دامنه‌های .ir در پژوهشگاه دانش‌های بنیادی بود,Siavash Shahshahani was responsible for launching the .ir domain registration project at the Institute for Research in Fundamental Sciences,پروژه ثبت و راه‌اندازی دامنه .ir در پژوهشگاه دانش‌های بنیادی در زمان ریاست محمد جواد لاریجانی انجام شد,The .ir domain registration and launch project at the Institute for Research in Fundamental Sciences was carried out during the presidency of Mohammad Javad Larijani,محمدجواد لاریجانی,سیاوش شهشهانی,محمود فرشچیان,حسن حبیبی,Mohammad Javad Larijani,Siavash Shahshahani,Mahmoud Farshchian,Hassan Habibi,2,1,about an option other than the answer,Science_and_Technology,Person,Others,https://fa.wikipedia.org/wiki/پژوهشگاه_دانش‌های_بنیادی
827,محمدجواد لاریجانی طی چه بازه زمانی تا سال 1404ریاست پژوهشگاه دانش‌های بنیادی ایران را بر عهده داشته است؟,During what time period until the year 1404 did Mohammad Javad Larijani serve as the head of the Institute for Research in Fundamental Sciences of Iran?,محمد جواد لاریجانی از سال 1368 تا سال 1404 ریاست پژوهشگاه دانش‌های بنیادی ایران را بر عهده داشته است (36 سال).,Mohammad Javad Larijani has served as the head of the Institute for Research in Fundamental Sciences of Iran from 1368 to 1404 (36 years).,طبق اساسنامه پژوهشگاه دانش‌های بنیادی ایران، مدیریت هر پژوهشکده حداکثر تا ۵ سال توسط ریاست قابل تمدید است.,"According to the statute of the Institute for Research in Fundamental Sciences of Iran, the management of each research institute can be extended by the presidency for a maximum of 5 years.",5,36,17,8,5,36,17,8,2,1,about an option other than the answer,Science_and_Technology,Number,Others,https://fa.wikipedia.org/wiki/پژوهشگاه_دانش‌های_بنیادی
828,پژوهشگاه دانش‌های بنیادی در تهران، ایران در حال حاضر دارای چند پژوهشکده است؟,"How many research institutes does the Institute for Research in Fundamental Sciences in Tehran, Iran currently have?",پژوهشگاه دانش‌های بنیادی در ایران دارای 9 پژوهشکده در زمینه‌های مختلف علوم بنیادی است,The Institute for Research in Fundamental Sciences in Iran has 9 research institutes in various fields of fundamental sciences,پژوهشگاه دانش‌های بنیادی در منطقه فرمانیه تهران، ایران دارای 4 پژوهشکده فیزیک، پژوهشکده علوم کامپیوتر، پژوهشکده علوم زیستی و پژوهشکده علوم نانو است,"The Institute for Research in Fundamental Sciences in Farmanieh area of Tehran, Iran has 4 research institutes: Physics Research Institute, Computer Science Research Institute, Biological Sciences Research Institute, and Nano Sciences Research Institute",7,8,9,4,7,8,9,4,3,4,about an option other than the answer,Science_and_Technology,Number,Others,https://fa.wikipedia.org/wiki/پژوهشگاه_دانش‌های_بنیادی
829,کدام گزینه از اهداف اولیه تاسیس پژوهشگاه دانش‌های بنیادی ایران نبود؟,Which option was not among the initial goals of establishing the Institute for Research in Fundamental Sciences of Iran?,هدف اولیه پژوهشگاه دانش‌های بنیادی ایران پیشبرد پژوهش و نوآوری در فیزیک و ریاضیات بود.,The initial goal of the Institute for Research in Fundamental Sciences of Iran was to advance research and innovation in physics and mathematics.,آموزش دانشجویان در حال حاضر از اهداف پژوهشگاه دانش‌های بنیادی ایران است,Education of students is currently one of the goals of the Institute for Research in Fundamental Sciences of Iran,پیشبرد پژوهش,نوآوری در فیزیک و ریاضی,آموزش دانشجویان,ترویج فرهنگ پژوهش,Advancing research,Innovation in physics and mathematics,Education of students,Promoting research culture,3,-,about the answer,Science_and_Technology,Other,Others,https://fa.wikipedia.org/wiki/پژوهشگاه_دانش‌های_بنیادی
830,پژوهشگاه دانش‌های بنیادی ایران قبل از تغییر نام چه نامیده می‌شد؟,What was the Institute for Research in Fundamental Sciences of Iran called before its name change?,"نام قبلی پژوهشگاه دانش‌های بنیادی ایران ""مرکز تحقیقات فیزیک نظری و ریاضیات"" بود.","The previous name of the Institute for Research in Fundamental Sciences of Iran was ""Institute for Studies in Theoretical Physics and Mathematics"".",پژوهشگاه دانش‌های بنیادی ایران از ابتدا روی تحقیقات علوم پایه تمرکز داشت,The Institute for Research in Fundamental Sciences of Iran has focused on basic science research from the beginning,مرکز تحقیقات علوم پایه,مرکز تحقیقات فیزیک نظری و ریاضیات,مرکز پژوهش‌های بنیادی,پژوهشکده علوم نظری,Institute for Basic Sciences Research,Institute for Studies in Theoretical Physics and Mathematics,Institute for Fundamental Research,Institute of Theoretical Sciences,2,1,about an option other than the answer,Science_and_Technology,Group_Org,Others,https://fa.wikipedia.org/wiki/پژوهشگاه_دانش‌های_بنیادی
831,در ابتدای تاسیس، پژوهشگاه دانش‌های بنیادی ایران با چند هسته تحقیقاتی شروع به کار کرد؟,"At the beginning of its establishment, how many research cores did the Institute for Research in Fundamental Sciences of Iran start with?",فعالیت پژوهشگاه دانش‌های بنیادی ایران با 3 هسته در فیزیک نظری و 3 هسته در ریاضیات آغاز شد,The activity of the Institute for Research in Fundamental Sciences of Iran began with 3 cores in theoretical physics and 3 cores in mathematics,پژوهشگاه دانش‌های بنیادی ایران در حال حاضر ۹ پژوهشکده دارد,The Institute for Research in Fundamental Sciences of Iran currently has 9 research institutes,3,5,6,9,3,5,6,9,3,4,about an option other than the answer,Science_and_Technology,Number,Others,https://fa.wikipedia.org/wiki/پژوهشگاه_دانش‌های_بنیادی
832,ساختمان اصلی پژوهشگاه دانش‌های بنیادی ایران از انقلاب متعلق به چه نهادی بود؟,What was the main building of the Institute for Research in Fundamental Sciences of Iran after the revolution belonging to?,ساختمان اصلی پژوهشگاه دانش‌های بنیادی در نیاوران تهران قبل از انقلاب اسلامی ایران متعلق به دفتر مخصوص فرح پهلوی، همسر محمدرضا پهلوی بود,"The main building of the Institute for Research in Fundamental Sciences in Niavaran, Tehran, before the Islamic Revolution of Iran, belonged to the special office of Farah Pahlavi, the wife of Mohammad Reza Pahlavi",ساختمان فرمانیه پژوهشگاه دانش‌های بنیادی واقع در ضلع جنوبی چهار راه کامرانیه تهران متعلق به خاندان فرمانفرما بوده است,"The Farmanieh building of the Institute for Research in Fundamental Sciences, located on the southern side of Kamranieh intersection in Tehran, belonged to the Farmanfarma family",دفتر نخست وزیری,دفتر مخصوص فرح پهلوی,کاخ نیاوران,فرمانفرما,Prime Minister's Office,Special Office of Farah Pahlavi,Niavaran Palace,Farmanfarma,2,4,about an option other than the answer,Science_and_Technology,Group_Org,Others,https://fa.wikipedia.org/wiki/پژوهشگاه_دانش‌های_بنیادی
833,پژوهشگاه دانش‌های بنیادی ایران وابسته به کدام نهاد دولتی است؟,Which governmental institution is the Institute for Research in Fundamental Sciences of Iran affiliated with?,پژوهشگاه دانش‌های بنیادی در ایران وابسته به وزارت علوم، تحقیقات و فناوری است,"The Institute for Research in Fundamental Sciences in Iran is affiliated with the Ministry of Science, Research and Technology",سازمان انرژی اتمی ایران مسئول توسعه فناوری هسته‌ای و کلیه امور مربوط به انرژی هسته‌ای در ایران است,The Atomic Energy Organization of Iran is responsible for the development of nuclear technology and all matters related to nuclear energy in Iran,وزارت علوم,ریاست جمهوری,شورای عالی انقلاب فرهنگی,سازمان انرژی اتمی,Ministry of Science,Presidency,Supreme Council of the Cultural Revolution,Atomic Energy Organization,1,4,about an option other than the answer,Science_and_Technology,Group_Org,Others,https://fa.wikipedia.org/wiki/پژوهشگاه_دانش‌های_بنیادی
834,رئیس پژوهشگاه دانش‌های بنیادی ایران از بدو تاسیس تاکنون چه کسی بوده است؟,Who has been the head of the Institute for Research in Fundamental Sciences of Iran since its establishment?,محمدجواد لاریجانی از ابتدای تاسیس پژوهشگاه دانش‌های بنیادی ایران تاکنون ریاست این پژوهشگاه را بر عهده داشته است.,Mohammad Javad Larijani has been the head of the Institute for Research in Fundamental Sciences of Iran since its establishment.,علی لاریجانی یکی از شناخته شده‌ترین سیاستمداران ایرانی و از اعضای برجسته خانواده لاریجانی است,Ali Larijani is one of the most well-known Iranian politicians and a prominent member of the Larijani family,سیاوش شهشهانی,محمدجواد لاریجانی,صادق لاریجانی,علی لاریجانی,Siavash Shahshahani,Mohammad Javad Larijani,Sadegh Larijani,Ali Larijani,2,4,about an option other than the answer,Science_and_Technology,Person,Others,https://fa.wikipedia.org/wiki/پژوهشگاه_دانش‌های_بنیادی
835,کدام یک از موارد زیر جزو پژوهشکده‌های پژوهشگاه دانش‌های بنیادی ایران نیست؟,Which of the following is not one of the research institutes of the Institute for Research in Fundamental Sciences of Iran?,پژوهشکده شیمی جزو 9 پژوهشکده پژوهشگاه دانش‌های بنیادی ایران نیست,The Chemistry Research Institute is not among the 9 research institutes of the Institute for Research in Fundamental Sciences of Iran,مردم ایران همواره برای زنده نگه داشتن زبان و ادبیات فارسی تلاش کرده اند,The people of Iran have always strived to keep the Persian language and literature alive,پژوهشکده علوم زیستی,پژوهشکده نجوم,پژوهشکده ادبیات فارسی,پژوهشکده علوم نانو,Biological Sciences Research Institute,Astronomy Research Institute,Persian Literature Research Institute,Nanoscience Research Institute,3,-,about the answer,Science_and_Technology,Group_Org,Others,https://fa.wikipedia.org/wiki/پژوهشگاه_دانش‌های_بنیادی
836,نخستین مدیرعامل شرکت ملی نفت ایران در ایران چه کسی بود؟,Who was the first CEO of the National Iranian Oil Company in Iran?,مهدی بازرگان اولین مدیرعامل شرکت ملی نفت ایران در سال های ملی شدن صنعت نفت بود,Mehdi Bazargan was the first CEO of the National Iranian Oil Company during the years of oil industry nationalization,محمد مصدق بنیانگذار شرکت ملی نفت ایران در دهه سی شمسی است,Mohammad Mosaddegh is the founder of the National Iranian Oil Company in the 1330s (Persian calendar),مهدی بازرگان,محمد مصدق,حسن تقی زاده,علی امینی,Mehdi Bazargan,Mohammad Mosaddegh,Hassan Taghizadeh,Ali Amini,1,2,about an option other than the answer,Science_and_Technology,Person,Others,https://fa.wikipedia.org/wiki/شرکت_ملی_نفت_ایران
837,میزان تولید روزانه گاز طبیعی شرکت ملی نفت ایران چقدر است؟,What is the daily natural gas production rate of the National Iranian Oil Company?,شرکت ملی نفت ایران روزانه بالغ بر یک میلیارد متر مکعب گاز طبیعی تولید می‌کند,The National Iranian Oil Company produces over one billion cubic meters of natural gas daily,میزان تولید میعانات گازی شرکت ملی نفت ایران در حدود ۹۰۰ هزار بشکه در روز است,The gas condensate production rate of the National Iranian Oil Company is about 900 thousand barrels per day,یک میلیارد متر مکعب,۸۰۰ میلیون متر مکعب,2 میلیون بشکه,900 هزار بشکه,One billion cubic meters,800 million cubic meters,2 million barrels,900 thousand barrels,1,4,about an option other than the answer,Science_and_Technology,Number,Others,https://fa.wikipedia.org/wiki/شرکت_ملی_نفت_ایران
838,میزان تولید فعلی نفت خام ایران چقدر است؟,What is the current crude oil production rate of Iran?,در حال حاضر به دلیل تحریم‌های بین‌المللی، تولید نفت خام ایران به ۱.۷ میلیون بشکه در روز کاهش یافته است,"Currently, due to international sanctions, Iran's crude oil production has decreased to 1.7 million barrels per day",ظرفیت تولید نفت خام شرکت ملی نفت ایران در شرایط عادی معادل ۴ میلیون بشکه در روز است,The normal crude oil production capacity of the National Iranian Oil Company is equivalent to 4 million barrels per day,۱.۷ میلیون بشکه,۲ میلیون بشکه,۲.۵ میلیون بشکه,4 میلیون بشکه,1.7 million barrels,2 million barrels,2.5 million barrels,4 million barrels,1,4,about an option other than the answer,Science_and_Technology,Number,Others,https://fa.wikipedia.org/wiki/شرکت_ملی_نفت_ایران
839,کدام شرکت بزرگترین تولیدکننده نفت زیرمجموعه شرکت ملی نفت ایران است؟,Which company is the largest oil producer under the National Iranian Oil Company?,شرکت ملی مناطق نفت خیز جنوب در استان خوزستان با تولید ۸۵٪ از نفت خام شرکت ملی نفت ایران، بزرگترین تولیدکننده نفت در ایران است.,"The National South Oil Company in Khuzestan province, producing 85% of the crude oil of the National Iranian Oil Company, is the largest oil producer in Iran.",شرکت نفت فلات قاره ایران یکی از تولیدکنندگان بزرگ نفت در کشور ایران است,The Iranian Offshore Oil Company is one of the major oil producers in Iran,شرکت ملی مناطق نفت خیز جنوب,شرکت نفت فلات قاره,شرکت نفت مناطق مرکزی,شرکت نفت خزر,National South Oil Company,Iranian Offshore Oil Company,Central Iranian Oil Fields Company,Khazar Oil Company,1,2,about an option other than the answer,Science_and_Technology,Group_Org,Others,https://fa.wikipedia.org/wiki/شرکت_ملی_نفت_ایران
840,کدام میدان گازی بزرگترین میدان گازی جهان است؟,Which gas field is the largest gas field in the world?,میدان گازی پارس جنوبی بزرگترین میدان گازی جهان است که بین کشورهای ایران و قطر مشترک است,"The South Pars gas field is the largest gas field in the world, which is shared between Iran and Qatar",میدان گازی شتوکمان یکی از بزرگترین میدان های گازی جهان است,The Shtokman gas field is one of the largest gas fields in the world,پارس جنوبی,گازپروم,یامال,شتوکمان,South Pars,Gazprom,Yamal,Shtokman,1,4,about an option other than the answer,Science_and_Technology,Group_Org,Others,https://fa.wikipedia.org/wiki/شرکت_ملی_نفت_ایران
841,نخستین تماس تلفنی در ایران بین کدام مکان‌های تهران برقرار شد؟,The first telephone call in Iran was established between which locations in Tehran?,اولین تماس تلفنی در ایران بین کاخ شمس‌العماره و باغ سپه‌سالار در تهران برقرار شد,The first telephone call in Iran was established between Shams-ol-Emareh Palace and Sepahsalar Garden in Tehran,تهران از اولین شهرهای ایران بود که در آن خطوط تلفن راه‌اندازی شد,Tehran was one of the first cities in Iran where telephone lines were set up,شمس‌العماره تا باغ سپه‌سالار,اصفهان تا تبریز,تهران تا اصفهان,کاخ گلستان تا بازار,Shams-ol-Emareh to Sepahsalar Garden,Isfahan to Tabriz,Tehran to Isfahan,Golestan Palace to Bazaar,1,3,about an option other than the answer,Science_and_Technology,Location,Others,https://fa.wikipedia.org/wiki/شرکت_مخابرات_ایران
